7.9985 	INFO 	Loaded monitor calibration from ['2018_11_30 14:23']
8.0005 	WARNING 	User requested fullscreen with size [800 600], but screen is actually [1920, 1080]. Using actual size
8.8233 	EXP 	Created window1 = Window(allowGUI=False, allowStencil=False, args=UNKNOWN, autoLog=True, bitsMode=UNKNOWN, blendMode='avg', color='black', colorSpace='named', fullscr=UNKNOWN, gamma=None, kwargs=UNKNOWN, lms=UNKNOWN, monitor=<psychopy.monitors.calibTools.Monitor object at 0x1B25C0F0>, multiSample=False, name='window1', numSamples=2, pos=[0, 0], screen=0, size=array([1920, 1080]), stereo=False, units='deg', useFBO=False, useRetina=False, viewOri=0.0, viewPos=None, viewScale=None, waitBlanking=True, winType='pyglet')
8.8744 	EXP 	Created unnamed TextStim = TextStim(alignHoriz='center', alignVert='center', antialias=True, autoLog=True, bold=False, color=array([ 1.,  1.,  1.]), colorSpace='rgb', contrast=1.0, depth=0, flipHoriz=False, flipVert=False, font='', fontFiles=[], height=2, italic=False, name='unnamed TextStim', opacity=1.0, ori=0.0, pos=array([ 0.,  0.]), rgb=array([ 1.,  1.,  1.]), text='+', units='deg', win=Window(...), wrapWidth=15.0)
8.9153 	EXP 	Created unnamed TextStim = TextStim(alignHoriz='center', alignVert='center', antialias=True, autoLog=True, bold=False, color=array([ 1.,  1.,  1.]), colorSpace='rgb', contrast=1.0, depth=0, flipHoriz=False, flipVert=False, font='', fontFiles=[], height=1.5, italic=False, name='unnamed TextStim', opacity=1.0, ori=0.0, pos=array([ 0.,  0.]), rgb=array([ 1.,  1.,  1.]), text=newstr(...), units='deg', win=Window(...), wrapWidth=15.0)
8.9323 	EXP 	Created unnamed TextStim = TextStim(alignHoriz='center', alignVert='center', antialias=True, autoLog=True, bold=False, color=array([ 1.,  1.,  1.]), colorSpace='rgb', contrast=1.0, depth=0, flipHoriz=False, flipVert=False, font='', fontFiles=[], height=1.5, italic=False, name='unnamed TextStim', opacity=1.0, ori=0.0, pos=array([ 0.,  0.]), rgb=array([ 1.,  1.,  1.]), text='Waiting for scanner...', units='deg', win=Window(...), wrapWidth=15.0)
8.9532 	EXP 	Created unnamed TextStim = TextStim(alignHoriz='center', alignVert='center', antialias=True, autoLog=True, bold=False, color='white', colorSpace='named', contrast=1.0, depth=0, flipHoriz=False, flipVert=False, font='', fontFiles=[], height=1, italic=False, name='unnamed TextStim', opacity=1.0, ori=0.0, pos=array([ 0.,  0.]), rgb=array([ 255.,  255.,  255.]), text='Press SPACE to continue.', units='deg', win=Window(...), wrapWidth=15.0)
8.9638 	EXP 	Created unnamed TextStim = TextStim(alignHoriz='center', alignVert='center', antialias=True, autoLog=True, bold=False, color=array([ 1.,  1.,  1.]), colorSpace='rgb', contrast=1.0, depth=0, flipHoriz=False, flipVert=False, font='', fontFiles=[], height=0.1, italic=False, name='unnamed TextStim', opacity=1.0, ori=0.0, pos=array([ 0.,  0.]), rgb=array([ 1.,  1.,  1.]), text='THINK', units='norm', win=Window(...), wrapWidth=1)
8.9710 	EXP 	Created unnamed TextStim = TextStim(alignHoriz='center', alignVert='center', antialias=True, autoLog=True, bold=False, color=array([ 1.,  1.,  1.]), colorSpace='rgb', contrast=1.0, depth=0, flipHoriz=False, flipVert=False, font='', fontFiles=[], height=0.1, italic=False, name='unnamed TextStim', opacity=1.0, ori=0.0, pos=array([ 0.,  0.]), rgb=array([ 1.,  1.,  1.]), text='DECIDE', units='norm', win=Window(...), wrapWidth=1)
8.9765 	EXP 	<method-wrapper '__getattribute__' of attributeSetter object at 0x04019270>: vertices = array([[-0.275     ,  0.48888889],
       [ 0.275     ,  0.48888889],
       [ 0.275     , -0.48888889],
       [-0.275     , -0.48888889]])
8.9773 	EXP 	Created unnamed Rect = Rect(autoDraw=False, autoLog=True, closeShape=True, contrast=1.0, depth=0, fillColor=None, fillColorSpace='rgb', fillRGB=None, interpolate=True, lineColor='white', lineColorSpace='named', lineRGB=array([ 255.,  255.,  255.]), lineWidth=3.5, name='unnamed Rect', opacity=1.0, ori=array(0.0), pos=array([-0.5125    , -0.09444444]), size=array([ 1.,  1.]), units='norm', vertices=ndarray(...), win=Window(...))
8.9775 	EXP 	<method-wrapper '__getattribute__' of attributeSetter object at 0x04019270>: vertices = array([[-0.275     ,  0.48888889],
       [ 0.275     ,  0.48888889],
       [ 0.275     , -0.48888889],
       [-0.275     , -0.48888889]])
8.9782 	EXP 	Created unnamed Rect = Rect(autoDraw=False, autoLog=True, closeShape=True, contrast=1.0, depth=0, fillColor=None, fillColorSpace='rgb', fillRGB=None, interpolate=True, lineColor='white', lineColorSpace='named', lineRGB=array([ 255.,  255.,  255.]), lineWidth=3.5, name='unnamed Rect', opacity=1.0, ori=array(0.0), pos=array([ 0.4875    , -0.09444444]), size=array([ 1.,  1.]), units='norm', vertices=ndarray(...), win=Window(...))
8.9995 	EXP 	Created unnamed TextStim = TextStim(alignHoriz='center', alignVert='center', antialias=True, autoLog=True, bold=False, color=array([ 1.,  1.,  1.]), colorSpace='rgb', contrast=1.0, depth=0, flipHoriz=False, flipVert=False, font='', fontFiles=[], height=0.2, italic=False, name='unnamed TextStim', opacity=1.0, ori=0.0, pos=array([-0.5125    , -0.09444444]), rgb=array([ 1.,  1.,  1.]), text='Hello World', units='norm', win=Window(...), wrapWidth=1)
9.0077 	EXP 	Created unnamed TextStim = TextStim(alignHoriz='center', alignVert='center', antialias=True, autoLog=True, bold=False, color=array([ 1.,  1.,  1.]), colorSpace='rgb', contrast=1.0, depth=0, flipHoriz=False, flipVert=False, font='', fontFiles=[], height=0.2, italic=False, name='unnamed TextStim', opacity=1.0, ori=0.0, pos=array([ 0.4875    , -0.09444444]), rgb=array([ 1.,  1.,  1.]), text='Hello World', units='norm', win=Window(...), wrapWidth=1)
9.0246 	EXP 	Created unnamed TextStim = TextStim(alignHoriz='center', alignVert='center', antialias=True, autoLog=True, bold=False, color=array([ 1.,  1.,  1.]), colorSpace='rgb', contrast=1.0, depth=0, flipHoriz=False, flipVert=False, font='', fontFiles=[], height=0.1, italic=False, name='unnamed TextStim', opacity=1.0, ori=0.0, pos=array([-0.5125    , -0.82777778]), rgb=array([ 1.,  1.,  1.]), text='Press 1', units='norm', win=Window(...), wrapWidth=1)
9.0324 	EXP 	Created unnamed TextStim = TextStim(alignHoriz='center', alignVert='center', antialias=True, autoLog=True, bold=False, color=array([ 1.,  1.,  1.]), colorSpace='rgb', contrast=1.0, depth=0, flipHoriz=False, flipVert=False, font='', fontFiles=[], height=0.1, italic=False, name='unnamed TextStim', opacity=1.0, ori=0.0, pos=array([ 0.4875    , -0.82777778]), rgb=array([ 1.,  1.,  1.]), text='Press 2', units='norm', win=Window(...), wrapWidth=1)
9.0633 	EXP 	Created unnamed ImageStim = ImageStim(autoLog=True, color=array([ 1.,  1.,  1.]), colorSpace='rgb', contrast=1.0, depth=0, flipHoriz=False, flipVert=False, image=str(...), interpolate=False, mask=None, maskParams=None, name='unnamed ImageStim', opacity=1.0, ori=0.0, pos=array([ 0.,  0.]), size=array([ 1.35416667,  1.3537037 ]), texRes=128, units='norm', win=Window(...))
9.0909 	EXP 	Created unnamed ImageStim = ImageStim(autoLog=True, color=array([ 1.,  1.,  1.]), colorSpace='rgb', contrast=1.0, depth=0, flipHoriz=False, flipVert=False, image=str(...), interpolate=False, mask=None, maskParams=None, name='unnamed ImageStim', opacity=1.0, ori=0.0, pos=array([ 0.,  0.]), size=array([ 1.35416667,  1.3537037 ]), texRes=128, units='norm', win=Window(...))
9.1171 	EXP 	Created unnamed ImageStim = ImageStim(autoLog=True, color=array([ 1.,  1.,  1.]), colorSpace='rgb', contrast=1.0, depth=0, flipHoriz=False, flipVert=False, image=str(...), interpolate=False, mask=None, maskParams=None, name='unnamed ImageStim', opacity=1.0, ori=0.0, pos=array([ 0.,  0.]), size=array([ 1.35416667,  1.3537037 ]), texRes=128, units='norm', win=Window(...))
9.1452 	EXP 	Created unnamed ImageStim = ImageStim(autoLog=True, color=array([ 1.,  1.,  1.]), colorSpace='rgb', contrast=1.0, depth=0, flipHoriz=False, flipVert=False, image=str(...), interpolate=False, mask=None, maskParams=None, name='unnamed ImageStim', opacity=1.0, ori=0.0, pos=array([ 0.,  0.]), size=array([ 1.35416667,  1.3537037 ]), texRes=128, units='norm', win=Window(...))
9.1459 	EXP 	Created sequence: sequential, trialTypes=18, nReps=1, seed=None
9.2839 	DEBUG 	Using C:\Users\tug62048\Documents\DEGAP_Liz\SamplingMachine_bPilotv2.py as origin file
9.2844 	EXP 	Created sequence: sequential, trialTypes=18, nReps=1, seed=None
9.2849 	DEBUG 	Using C:\Users\tug62048\Documents\DEGAP_Liz\SamplingMachine_bPilotv2.py as origin file
0.0055 	DATA 	** START RUN 2 **
4.4425 	DATA 	Keypress: space
4.9784 	DATA 	Keypress: space
5.5384 	DATA 	Keypress: space
6.0263 	DATA 	Keypress: space
6.0267 	EXP 	New trial (rep=0, index=0): {'P1_1': '0.5', 'P1_2': '0.3', 'SafeOption': '1', 'P2_2': '0.7', 'O2_2': '35', 'O2_1': '30', 'ProbNumber': 'RR5', 'O1_2': '-10', 'O1_1': '10', 'EV2': '21.5', 'EV1': '20', 'ProbType': 'RR', 'P2_1': '0.5'}
6.0269 	DATA 	Trial Onset - ProblemType: RR, ProblemNumber: RR5, leftRight: 1, samplingDur: 15, assignedITI: 1.1749
6.0269 	DATA 	Sampling Onset
6.3708 	DATA 	Keypress: space
7.4707 	DATA 	Keypress: 1
7.4868 	EXP 	unnamed TextStim: text = '+35'
7.9868 	DATA 	Sampled Response: 2, Outcome Shown: +10
7.9871 	DATA 	Keypress: 1
7.9874 	DATA 	Keypress: 1
8.0705 	DATA 	Keypress: 1
8.0867 	EXP 	unnamed TextStim: text = '+35'
8.5867 	DATA 	Sampled Response: 2, Outcome Shown: +30
8.9868 	DATA 	Keypress: 1
9.0036 	EXP 	unnamed TextStim: text = '+35'
9.5043 	DATA 	Sampled Response: 2, Outcome Shown: +10
9.5046 	DATA 	Keypress: 1
9.5048 	DATA 	Keypress: 1
9.6538 	DATA 	Keypress: 1
9.6702 	EXP 	unnamed TextStim: text = '+35'
10.1704 	DATA 	Sampled Response: 2, Outcome Shown: +30
10.1707 	DATA 	Keypress: 1
10.1709 	DATA 	Keypress: 1
10.5703 	DATA 	Keypress: 1
10.5866 	EXP 	unnamed TextStim: text = '+35'
11.0866 	DATA 	Sampled Response: 2, Outcome Shown: +10
11.0869 	DATA 	Keypress: 2
11.3035 	DATA 	Keypress: 2
11.3197 	EXP 	unnamed TextStim: text = '+10'
11.8206 	DATA 	Sampled Response: 1, Outcome Shown: +35
11.8209 	DATA 	Keypress: 2
11.8211 	DATA 	Keypress: 2
12.1710 	DATA 	Keypress: 2
12.2031 	EXP 	unnamed TextStim: text = '+10'
12.7032 	DATA 	Sampled Response: 1, Outcome Shown: -10
12.7035 	DATA 	Keypress: 2
12.7864 	DATA 	Keypress: 2
13.0535 	DATA 	Keypress: 2
13.0696 	EXP 	unnamed TextStim: text = '+10'
13.5697 	DATA 	Sampled Response: 1, Outcome Shown: -10
13.5700 	DATA 	Keypress: 1
13.6701 	DATA 	Keypress: 1
13.6863 	EXP 	unnamed TextStim: text = '+35'
14.1863 	DATA 	Sampled Response: 2, Outcome Shown: +30
14.1866 	DATA 	Keypress: 1
14.1869 	DATA 	Keypress: 1
14.3363 	DATA 	Keypress: 1
14.3529 	EXP 	unnamed TextStim: text = '+35'
14.8529 	DATA 	Sampled Response: 2, Outcome Shown: +10
14.8532 	DATA 	Keypress: 1
14.8534 	DATA 	Keypress: 1
15.0197 	DATA 	Keypress: 1
15.0358 	EXP 	unnamed TextStim: text = '-10'
15.5363 	DATA 	Sampled Response: 2, Outcome Shown: +10
15.5366 	DATA 	Keypress: 1
15.5369 	DATA 	Keypress: 1
16.0526 	DATA 	Keypress: 2
16.0691 	EXP 	unnamed TextStim: text = '+30'
16.5693 	DATA 	Sampled Response: 1, Outcome Shown: +35
16.5696 	DATA 	Keypress: 2
16.5698 	DATA 	Keypress: 2
16.6531 	DATA 	Keypress: 2
16.6694 	EXP 	unnamed TextStim: text = '+10'
17.1693 	DATA 	Sampled Response: 1, Outcome Shown: -10
17.1696 	DATA 	Keypress: 2
17.3861 	DATA 	Keypress: 2
17.4024 	EXP 	unnamed TextStim: text = '+30'
17.9031 	DATA 	Sampled Response: 1, Outcome Shown: +35
17.9035 	DATA 	Keypress: 2
17.9038 	DATA 	Keypress: 2
18.2027 	DATA 	Keypress: 1
18.2189 	EXP 	unnamed TextStim: text = '+35'
18.7189 	DATA 	Sampled Response: 2, Outcome Shown: +30
18.7192 	DATA 	Keypress: 1
18.7194 	DATA 	Keypress: 1
18.8695 	DATA 	Keypress: 1
18.8854 	EXP 	unnamed TextStim: text = '+35'
19.3851 	DATA 	Sampled Response: 2, Outcome Shown: +30
19.3854 	DATA 	Keypress: 1
19.3856 	DATA 	Keypress: 1
19.6190 	DATA 	Keypress: 1
19.6356 	EXP 	unnamed TextStim: text = '+35'
20.1357 	DATA 	Sampled Response: 2, Outcome Shown: +30
20.1360 	DATA 	Keypress: 1
20.2024 	DATA 	Keypress: 1
20.2189 	EXP 	unnamed TextStim: text = '+35'
20.7197 	DATA 	Sampled Response: 2, Outcome Shown: +10
20.7200 	DATA 	Keypress: 1
20.7202 	DATA 	Keypress: 1
20.7203 	DATA 	** broke sampling loop (<.5s left in trial) **
20.7213 	DATA 	samplingCount: 18
20.7213 	DATA 	Think Onset
20.7251 	EXP 	unnamed Rect: lineColor = 'white (named)'
20.7251 	EXP 	unnamed Rect: lineColor = 'white (named)'
20.9198 	DATA 	Keypress: 1
23.7516 	DATA 	Decide Onset
24.9066 	DATA 	Keypress: 2
24.9067 	DATA 	Decision Button Press: ['2']
24.9067 	DATA 	Decision Response: 1
24.9102 	EXP 	unnamed Rect: lineColor = 'red (named)'
25.4186 	DATA 	ITI Onset
25.4221 	EXP 	unnamed Rect: lineColor = 'white (named)'
25.4221 	EXP 	unnamed Rect: lineColor = 'white (named)'
25.4221 	EXP 	unnamed TextStim: text = '+35'
25.4221 	EXP 	unnamed TextStim: text = '+30'
27.4523 	DATA 	Trial End Time - totalITI: 2.02625998873
27.4525 	EXP 	New trial (rep=0, index=1): {'P1_1': '0.8', 'P1_2': '0.6', 'SafeOption': '1', 'P2_2': '0.4', 'O2_2': '18', 'O2_1': '10', 'ProbNumber': 'RR9', 'O1_2': '-4', 'O1_1': '2', 'EV2': '4.8', 'EV1': '3.6', 'ProbType': 'RR', 'P2_1': '0.2'}
27.4526 	DATA 	Trial Onset - ProblemType: RR, ProblemNumber: RR9, leftRight: 1, samplingDur: 19, assignedITI: 1.8808
27.4526 	DATA 	Sampling Onset
28.8680 	DATA 	Keypress: 1
28.8845 	EXP 	unnamed TextStim: text = '-4'
29.3839 	DATA 	Sampled Response: 2, Outcome Shown: +2
29.3842 	DATA 	Keypress: 1
29.3844 	DATA 	Keypress: 1
29.5348 	DATA 	Keypress: 1
29.5510 	EXP 	unnamed TextStim: text = '+18'
30.0511 	DATA 	Sampled Response: 2, Outcome Shown: +10
30.0514 	DATA 	Keypress: 1
